2026-09-25 02:36:52,223 [INFO] System korad, mode norag, 152 models, templates ['prompt1.jinja', 'prompt10.jinja', 'prompt11.jinja', 'prompt2.jinja', 'prompt3.jinja', 'prompt4.jinja', 'prompt5.jinja', 'prompt6.jinja', 'prompt7.jinja', 'prompt8.jinja', 'prompt9.jinja', 'security-incremental-1.jinja'], iterations 1-3, 20 trials, output /home/nkhajehn/watcher-mcp-server/llm_pipeline/services/results/korad/norag
2026-09-25 02:36:52,365 [INFO] 152 of 152 models have work left
2026-09-25 02:36:52,365 [INFO] [1/152] cogito:32b (CSV row 1)
2026-09-25 02:36:52,375 [INFO] Loaded cogito:32b (context length 131072)
2026-09-25 02:36:52,376 [INFO] cogito:32b | prompt1.jinja | iteration 1 | trial 1/20
2026-09-25 10:14:54,343 [INFO] cogito:32b | prompt11.jinja | iteration 3 | trial 11/20
2026-09-25 10:16:40,791 [INFO] cogito:32b | prompt11.jinja | iteration 3 | trial 12/20
2026-09-25 10:18:42,986 [INFO] cogito:32b | prompt11.jinja | iteration 3 | trial 13/20
2026-09-25 10:19:19,431 [INFO] cogito:32b | prompt11.jinja | iteration 3 | trial 14/20
2026-09-25 10:20:04,602 [INFO] cogito:32b | prompt11.jinja | iteration 3 | trial 15/20
2026-09-25 10:20:52,769 [INFO] cogito:32b | prompt11.jinja | iteration 3 | trial 16/20
2026-09-25 10:21:25,270 [INFO] cogito:32b | prompt11.jinja | iteration 3 | trial 17/20
2026-09-25 10:22:03,109 [INFO] cogito:32b | prompt11.jinja | iteration 3 | trial 18/20
2026-09-25 10:23:52,378 [INFO] cogito:32b | prompt11.jinja | iteration 3 | trial 19/20
2026-09-25 10:25:39,118 [INFO] cogito:32b | prompt11.jinja | iteration 3 | trial 20/20
2026-09-25 10:26:10,563 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 1/20
2026-09-25 10:26:40,687 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 2/20
2026-09-25 10:27:40,290 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 3/20
2026-09-25 10:28:12,502 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 4/20
2026-09-25 10:28:52,704 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 5/20
2026-09-25 10:30:00,916 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 6/20
2026-09-25 10:30:31,085 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 7/20
2026-09-25 10:31:55,265 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 8/20
2026-09-25 10:33:50,984 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 9/20
2026-09-25 10:34:54,439 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 10/20
2026-09-25 10:36:02,068 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 11/20
2026-09-25 10:36:30,594 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 12/20
2026-09-25 10:37:37,905 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 13/20
2026-09-25 10:38:16,673 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 14/20
2026-09-25 10:38:56,191 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 15/20
2026-09-25 10:40:38,080 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 16/20
2026-09-25 10:41:21,941 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 17/20
2026-09-25 10:42:15,336 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 18/20
2026-09-25 10:43:09,107 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 19/20
2026-09-25 10:43:52,860 [INFO] cogito:32b | prompt2.jinja | iteration 3 | trial 20/20
2026-09-25 10:44:31,690 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 1/20
2026-09-25 10:45:19,114 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 2/20
2026-09-25 10:45:59,927 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 3/20
2026-09-25 10:46:50,956 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 4/20
2026-09-25 10:47:47,477 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 5/20
2026-09-25 10:49:08,691 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 6/20
2026-09-25 10:50:40,668 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 7/20
2026-09-25 10:51:12,852 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 8/20
2026-09-25 10:51:57,875 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 9/20
2026-09-25 10:52:35,482 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 10/20
2026-09-25 10:53:34,926 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 11/20
2026-09-25 10:54:04,445 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 12/20
2026-09-25 10:54:35,237 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 13/20
2026-09-25 10:55:22,925 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 14/20
2026-09-25 10:56:33,112 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 15/20
2026-09-25 10:57:12,880 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 16/20
2026-09-25 10:57:52,042 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 17/20
2026-09-25 10:59:31,843 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 18/20
2026-09-25 11:00:31,392 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 19/20
2026-09-25 11:01:08,361 [INFO] cogito:32b | prompt3.jinja | iteration 3 | trial 20/20
2026-09-25 11:01:46,105 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 1/20
2026-09-25 11:02:19,320 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 2/20
2026-09-25 11:02:39,222 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 3/20
2026-09-25 11:03:52,358 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 4/20
2026-09-25 11:04:22,616 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 5/20
2026-09-25 11:05:17,207 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 6/20
2026-09-25 11:05:49,484 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 7/20
2026-09-25 11:07:07,597 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 8/20
2026-09-25 11:07:36,358 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 9/20
2026-09-25 11:08:17,625 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 10/20
2026-09-25 11:08:47,248 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 11/20
2026-09-25 11:09:40,185 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 12/20
2026-09-25 11:10:53,457 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 13/20
2026-09-25 11:11:40,568 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 14/20
2026-09-25 11:12:20,828 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 15/20
2026-09-25 11:13:20,547 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 16/20
2026-09-25 11:13:50,233 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 17/20
2026-09-25 11:14:53,123 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 18/20
2026-09-25 11:15:24,867 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 19/20
2026-09-25 11:16:00,464 [INFO] cogito:32b | prompt4.jinja | iteration 3 | trial 20/20
2026-09-25 11:16:30,963 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 1/20
2026-09-25 11:16:57,858 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 2/20
2026-09-25 11:17:28,807 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 3/20
2026-09-25 11:18:01,697 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 4/20
2026-09-25 11:18:28,880 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 5/20
2026-09-25 11:19:06,783 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 6/20
2026-09-25 11:19:48,443 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 7/20
2026-09-25 11:20:43,502 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 8/20
2026-09-25 11:21:31,944 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 9/20
2026-09-25 11:21:51,385 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 10/20
2026-09-25 11:22:47,392 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 11/20
2026-09-25 11:23:26,847 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 12/20
2026-09-25 11:25:43,762 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 13/20
2026-09-25 11:27:29,306 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 14/20
2026-09-25 11:29:14,705 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 15/20
2026-09-25 11:31:06,506 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 16/20
2026-09-25 11:32:13,490 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 17/20
2026-09-25 11:33:05,006 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 18/20
2026-09-25 11:34:21,026 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 19/20
2026-09-25 11:35:02,451 [INFO] cogito:32b | prompt5.jinja | iteration 3 | trial 20/20
2026-09-25 11:35:47,412 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 1/20
2026-09-25 11:36:23,850 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 2/20
2026-09-25 11:36:55,812 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 3/20
2026-09-25 11:37:57,221 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 4/20
2026-09-25 11:38:29,448 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 5/20
2026-09-25 11:39:01,372 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 6/20
2026-09-25 11:39:45,923 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 7/20
2026-09-25 11:40:21,315 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 8/20
2026-09-25 11:40:52,037 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 9/20
2026-09-25 11:41:54,396 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 10/20
2026-09-25 11:42:33,929 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 11/20
2026-09-25 11:43:12,561 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 12/20
2026-09-25 11:43:49,167 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 13/20
2026-09-25 11:44:33,874 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 14/20
2026-09-25 11:45:17,878 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 15/20
2026-09-25 11:45:56,361 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 16/20
2026-09-25 11:46:52,988 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 17/20
2026-09-25 11:47:59,358 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 18/20
2026-09-25 11:49:11,189 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 19/20
2026-09-25 11:49:45,626 [INFO] cogito:32b | prompt6.jinja | iteration 3 | trial 20/20
2026-09-25 11:50:42,650 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 1/20
2026-09-25 11:51:31,984 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 2/20
2026-09-25 11:52:25,172 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 3/20
2026-09-25 11:53:05,522 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 4/20
2026-09-25 11:54:01,000 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 5/20
2026-09-25 11:55:14,113 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 6/20
2026-09-25 11:55:51,989 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 7/20
2026-09-25 11:57:09,250 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 8/20
2026-09-25 11:58:42,669 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 9/20
2026-09-25 11:59:16,413 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 10/20
2026-09-25 12:00:05,569 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 11/20
2026-09-25 12:00:54,081 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 12/20
2026-09-25 12:01:38,878 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 13/20
2026-09-25 12:02:32,132 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 14/20
2026-09-25 12:03:12,570 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 15/20
2026-09-25 12:04:13,616 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 16/20
2026-09-25 12:04:55,191 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 17/20
2026-09-25 12:06:08,557 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 18/20
2026-09-25 12:07:32,154 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 19/20
2026-09-25 12:08:36,697 [INFO] cogito:32b | prompt7.jinja | iteration 3 | trial 20/20
2026-09-25 12:09:19,396 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 1/20
2026-09-25 12:09:49,745 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 2/20
2026-09-25 12:10:14,783 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 3/20
2026-09-25 12:10:46,355 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 4/20
2026-09-25 12:11:32,896 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 5/20
2026-09-25 12:11:54,482 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 6/20
2026-09-25 12:12:32,691 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 7/20
2026-09-25 12:13:29,329 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 8/20
2026-09-25 12:14:05,587 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 9/20
2026-09-25 12:15:00,076 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 10/20
2026-09-25 12:15:33,126 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 11/20
2026-09-25 12:16:09,434 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 12/20
2026-09-25 12:16:32,477 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 13/20
2026-09-25 12:17:26,427 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 14/20
2026-09-25 12:18:08,337 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 15/20
2026-09-25 12:18:32,032 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 16/20
2026-09-25 12:19:25,914 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 17/20
2026-09-25 12:19:45,641 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 18/20
2026-09-25 12:20:38,356 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 19/20
2026-09-25 12:21:24,630 [INFO] cogito:32b | prompt8.jinja | iteration 3 | trial 20/20
2026-09-25 12:21:49,304 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 1/20
2026-09-25 12:22:36,998 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 2/20
2026-09-25 12:23:39,638 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 3/20
2026-09-25 12:24:20,052 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 4/20
2026-09-25 12:25:06,869 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 5/20
2026-09-25 12:25:47,145 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 6/20
2026-09-25 12:26:24,368 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 7/20
2026-09-25 12:27:17,410 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 8/20
2026-09-25 12:27:59,317 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 9/20
2026-09-25 12:28:42,951 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 10/20
2026-09-25 12:29:15,103 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 11/20
2026-09-25 12:29:44,302 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 12/20
2026-09-25 12:30:24,611 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 13/20
2026-09-25 12:32:25,907 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 14/20
2026-09-25 12:33:13,484 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 15/20
2026-09-25 12:33:52,847 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 16/20
2026-09-25 12:34:24,149 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 17/20
2026-09-25 12:34:53,055 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 18/20
2026-09-25 12:35:39,285 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 19/20
2026-09-25 12:36:20,779 [INFO] cogito:32b | prompt9.jinja | iteration 3 | trial 20/20
2026-09-25 12:36:59,426 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 1/20
2026-09-25 12:37:24,350 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 2/20
2026-09-25 12:38:11,586 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 3/20
2026-09-25 12:39:11,467 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 4/20
2026-09-25 12:40:28,635 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 5/20
2026-09-25 12:40:59,469 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 6/20
2026-09-25 12:42:00,243 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 7/20
2026-09-25 12:42:58,547 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 8/20
2026-09-25 12:43:50,647 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 9/20
2026-09-25 12:44:56,219 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 10/20
2026-09-25 12:45:39,322 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 11/20
2026-09-25 12:46:45,708 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 12/20
2026-09-25 12:47:51,401 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 13/20
2026-09-25 12:48:30,340 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 14/20
2026-09-25 12:49:20,103 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 15/20
2026-09-25 12:49:58,785 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 16/20
2026-09-25 12:50:46,621 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 17/20
2026-09-25 12:51:17,996 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 18/20
2026-09-25 12:51:55,333 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 19/20
2026-09-25 12:54:38,519 [INFO] cogito:32b | security-incremental-1.jinja | iteration 3 | trial 20/20
2026-09-25 12:55:15,388 [INFO] [2/152] vicuna:33b (CSV row 2)
2026-09-25 12:55:15,392 [INFO] Pulling codeup:13b (attempt 1/3)
2026-09-25 12:55:16,097 [INFO]   codeup:13b: pulling 780d31d1e3e8 0%
2026-09-25 12:55:22,397 [INFO]   codeup:13b: pulling 780d31d1e3e8 10%
2026-09-25 12:55:23,674 [INFO] Loaded vicuna:33b (context length 2048)
2026-09-25 12:55:23,674 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 1/20
2026-09-25 12:55:28,698 [INFO]   codeup:13b: pulling 780d31d1e3e8 20%
2026-09-25 12:55:34,997 [INFO]   codeup:13b: pulling 780d31d1e3e8 30%
2026-09-25 12:55:41,298 [INFO]   codeup:13b: pulling 780d31d1e3e8 40%
2026-09-25 12:55:47,597 [INFO]   codeup:13b: pulling 780d31d1e3e8 50%
2026-09-25 12:55:53,897 [INFO]   codeup:13b: pulling 780d31d1e3e8 60%
2026-09-25 12:56:00,197 [INFO]   codeup:13b: pulling 780d31d1e3e8 70%
2026-09-25 12:56:02,257 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 2/20
2026-09-25 12:56:06,497 [INFO]   codeup:13b: pulling 780d31d1e3e8 80%
2026-09-25 12:56:12,857 [INFO]   codeup:13b: pulling 780d31d1e3e8 90%
2026-09-25 12:56:27,514 [INFO] Pulled codeup:13b
2026-09-25 12:56:58,007 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 3/20
2026-09-25 12:59:49,153 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 4/20
2026-09-25 13:00:11,996 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 5/20
2026-09-25 13:00:49,747 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 6/20
2026-09-25 13:02:10,318 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 7/20
2026-09-25 13:02:26,050 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 8/20
2026-09-25 13:03:27,692 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 9/20
2026-09-25 13:04:52,944 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 10/20
2026-09-25 13:05:24,535 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 11/20
2026-09-25 13:06:32,073 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 12/20
2026-09-25 13:07:31,544 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 13/20
2026-09-25 13:13:55,118 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 14/20
2026-09-25 13:15:05,056 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 15/20
2026-09-25 13:25:05,138 [WARNING] vicuna:33b | prompt1.jinja | iteration 1 | trial 15 failed: Timed out after 600s (saved failed_vicuna:33b_1790342105056443485.json)
2026-09-25 13:25:05,138 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 16/20
2026-09-25 13:35:05,193 [WARNING] vicuna:33b | prompt1.jinja | iteration 1 | trial 16 failed: Timed out after 600s (saved failed_vicuna:33b_1790342705138906319.json)
2026-09-25 13:35:05,193 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 17/20
2026-09-25 13:36:25,925 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 18/20
2026-09-25 13:42:30,128 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 19/20
2026-09-25 13:45:05,433 [INFO] vicuna:33b | prompt1.jinja | iteration 1 | trial 20/20
2026-09-25 13:54:30,905 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 1/20
2026-09-25 13:54:57,300 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 2/20
2026-09-25 13:55:39,113 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 3/20
2026-09-25 13:56:22,894 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 4/20
2026-09-25 13:56:58,449 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 5/20
2026-09-25 13:57:28,221 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 6/20
2026-09-25 13:58:29,529 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 7/20
2026-09-25 13:59:17,399 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 8/20
2026-09-25 14:01:28,482 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 9/20
2026-09-25 14:11:28,575 [WARNING] vicuna:33b | prompt10.jinja | iteration 1 | trial 9 failed: Timed out after 600s (saved failed_vicuna:33b_1790344888482966684.json)
2026-09-25 14:11:28,575 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 10/20
2026-09-25 14:11:44,425 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 11/20
2026-09-25 14:12:27,243 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 12/20
2026-09-25 14:13:59,624 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 13/20
2026-09-25 14:15:05,257 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 14/20
2026-09-25 14:16:17,783 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 15/20
2026-09-25 14:16:58,326 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 16/20
2026-09-25 14:20:08,738 [WARNING] vicuna:33b | prompt10.jinja | iteration 1 | trial 16: detector flagged repetition but the answer was valid
2026-09-25 14:20:08,739 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 17/20
2026-09-25 14:21:53,513 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 18/20
2026-09-25 14:22:45,198 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 19/20
2026-09-25 14:23:40,488 [INFO] vicuna:33b | prompt10.jinja | iteration 1 | trial 20/20
2026-09-25 14:29:17,982 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 1/20
2026-09-25 14:30:05,270 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 2/20
2026-09-25 14:31:41,948 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 3/20
2026-09-25 14:33:01,157 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 4/20
2026-09-25 14:43:01,211 [WARNING] vicuna:33b | prompt11.jinja | iteration 1 | trial 4 failed: Timed out after 600s (saved failed_vicuna:33b_1790346781158038527.json)
2026-09-25 14:43:01,211 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 5/20
2026-09-25 14:44:39,619 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 6/20
2026-09-25 14:46:55,645 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 7/20
2026-09-25 14:48:10,746 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 8/20
2026-09-25 14:49:28,206 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 9/20
2026-09-25 14:51:21,868 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 10/20
2026-09-25 14:53:15,004 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 11/20
2026-09-25 14:54:04,848 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 12/20
2026-09-25 14:55:30,934 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 13/20
2026-09-25 14:57:27,050 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 14/20
2026-09-25 14:59:41,203 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 15/20
2026-09-25 15:01:53,026 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 16/20
2026-09-25 15:03:27,526 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 17/20
2026-09-25 15:05:21,279 [INFO] vicuna:33b | prompt11.jinja | iteration 1 | trial 18/20
2026-09-25 15:15:21,305 [WARNING] vicuna:33b | prompt11.jinja | iteration 1 | trial 18 failed: Timed out after 600s (saved failed_vicuna:33b_1790348721279549120.json)
